2021-04-15 07:10:29,287 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 15 07:10:29 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-15 07:11:27,300 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:11:27,304 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:11:27,316 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:11:27,362 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:11:27,367 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:11:27,616 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@53f6fd09{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-15 07:11:27,735 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-15 07:11:27,738 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:11:27,740 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:activemq-35191-1618470686699-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:11:27,741 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:11:30,934 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-15 07:11:31,575 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-15 07:11:31,576 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-15 07:11:31,720 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-15 07:11:32,446 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-15 07:11:32,761 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-15 07:23:27,961 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 15 07:23:27 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-15 07:23:29,644 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:23:29,707 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 07:23:29,847 | INFO  | Recovering from the journal @1:1216 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 07:23:29,857 | INFO  | Recovery replayed 83 operations from the journal in 0.131 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 07:23:29,872 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-15 07:23:30,336 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:activemq-38257-1618471409886-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:23:30,420 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:23:30,423 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:23:30,432 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:23:30,434 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:23:30,440 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:23:30,448 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:23:30,452 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:23:30,456 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:23:30,594 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@3ad2e17{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-15 07:23:30,657 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-15 07:23:30,659 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:23:30,661 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:activemq-38257-1618471409886-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:23:30,662 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:23:31,539 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-15 07:23:31,866 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-15 07:23:31,866 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-15 07:23:31,931 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-15 07:23:32,383 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-15 07:23:32,444 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-15 07:36:02,609 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 15 07:36:02 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-15 07:36:04,167 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:36:04,228 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 07:36:04,368 | INFO  | Recovering from the journal @1:11568 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 07:36:04,385 | INFO  | Recovery replayed 132 operations from the journal in 0.132 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 07:36:04,407 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-15 07:36:04,812 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:activemq-44539-1618472164424-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:36:04,854 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:36:04,856 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:36:04,880 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:36:04,883 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:36:04,886 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:36:04,891 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:36:04,900 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:36:04,906 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:36:05,056 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@1608bcbd{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-15 07:36:05,106 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-15 07:36:05,112 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:36:05,114 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:activemq-44539-1618472164424-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:36:05,116 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:36:05,989 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-15 07:36:06,396 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-15 07:36:06,397 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-15 07:36:06,519 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-15 07:36:07,002 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-15 07:36:07,164 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-15 07:44:11,022 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 15 07:44:11 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-15 07:44:12,539 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:44:12,643 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 07:44:12,804 | INFO  | Recovering from the journal @1:27751 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 07:44:12,811 | INFO  | Recovery replayed 93 operations from the journal in 0.134 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 07:44:12,823 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-15 07:44:12,976 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:activemq-35731-1618472652844-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:44:13,255 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:44:13,282 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:44:13,287 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:44:13,294 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:44:13,300 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:44:13,302 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:44:13,316 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 07:44:13,320 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:44:13,563 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@22f31dec{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-15 07:44:13,604 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-15 07:44:13,606 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 07:44:13,608 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:activemq-35731-1618472652844-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:44:13,613 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-15 07:44:14,292 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-15 07:44:14,396 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-15 07:44:14,396 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-15 07:44:14,438 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-15 07:44:14,980 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-15 07:44:15,180 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-15 09:23:27,803 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 15 09:23:27 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-15 09:23:29,483 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-15 09:23:29,610 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 09:23:29,723 | INFO  | Recovering from the journal @1:39293 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 09:23:29,773 | INFO  | Recovery replayed 751 operations from the journal in 0.147 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 09:23:29,801 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-15 09:23:29,959 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:activemq-36271-1618478609818-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-15 09:23:30,330 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 09:23:30,351 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 09:23:30,355 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 09:23:30,361 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 09:23:30,377 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 09:23:30,380 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 09:23:30,388 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 09:23:30,393 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 09:23:30,622 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@22f31dec{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-15 09:23:30,742 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-15 09:23:30,744 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 09:23:30,757 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:activemq-36271-1618478609818-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-15 09:23:30,762 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-15 09:23:32,251 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-15 09:23:32,446 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-15 09:23:32,446 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-15 09:23:32,522 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-15 09:23:32,936 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-15 09:23:33,054 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-15 09:51:27,303 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 15 09:51:27 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-15 09:51:28,906 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-15 09:51:29,023 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 09:51:29,123 | INFO  | Recovering from the journal @1:129137 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 09:51:29,133 | INFO  | Recovery replayed 135 operations from the journal in 0.096 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 09:51:29,144 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-15 09:51:29,295 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:activemq-44173-1618480289169-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-15 09:51:29,599 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 09:51:29,601 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 09:51:29,606 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 09:51:29,607 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 09:51:29,629 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 09:51:29,642 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 09:51:29,646 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 09:51:29,653 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 09:51:29,847 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@22f31dec{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-15 09:51:29,923 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-15 09:51:29,925 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 09:51:29,926 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:activemq-44173-1618480289169-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-15 09:51:29,927 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-15 09:51:30,779 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-15 09:51:30,891 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-15 09:51:30,892 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-15 09:51:30,970 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-15 09:51:31,289 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-15 09:51:31,487 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-15 09:56:44,576 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Thu Apr 15 09:56:44 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-15 09:56:45,764 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-15 09:56:45,873 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 09:56:46,004 | INFO  | Recovering from the journal @1:145677 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 09:56:46,006 | INFO  | Recovery replayed 3 operations from the journal in 0.11 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-15 09:56:46,014 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-15 09:56:46,149 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:activemq-34027-1618480606031-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-15 09:56:46,368 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-15 09:56:46,371 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-15 09:56:46,385 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
